employee_id,month,year,total_tasks_assigned,total_tasks_completed,avg_completion_percentage,on_time_completion_rate,total_hours_worked,expected_hours,avg_task_progress,productivity_score,performance_status
46,11,2025,10,8,75.37,77.9,142.0,176.0,83.15,84.3,Excellent
1,1,2025,18,12,69.12,69.96,137.5,176.0,60.62,70.7,Good
45,8,2025,26,18,74.64,58.96,168.9,176.0,74.86,76.9,Excellent
13,11,2025,26,23,89.25,64.09,142.1,176.0,80.07,85.9,Excellent
4,5,2025,10,4,51.82,39.96,135.1,176.0,42.83,53.2,Needs Improvement
1,5,2025,11,8,78.73,70.97,113.6,176.0,78.46,70.1,Good
49,12,2025,16,10,68.04,65.88,132.8,176.0,65.41,71.5,Good
40,3,2024,7,3,50.81,38.67,119.9,176.0,61.2,54.2,Needs Improvement
32,5,2025,18,8,50.93,47.44,131.2,176.0,49.66,50.7,Needs Improvement
34,1,2025,26,6,23.27,28.0,92.7,176.0,28.94,31.0,Low Productivity
28,9,2025,23,15,63.62,63.63,122.8,176.0,63.88,68.6,Good
31,10,2024,27,9,43.68,28.25,78.3,176.0,37.67,39.9,Low Productivity
8,1,2025,20,13,69.72,59.91,137.6,176.0,60.91,66.7,Good
39,11,2025,11,8,70.83,85.47,130.2,176.0,64.01,73.6,Good
26,7,2025,12,7,62.05,47.91,144.8,176.0,63.69,67.2,Good
34,10,2025,22,20,86.95,100.0,162.8,176.0,94.94,94.0,Outstanding
3,7,2025,29,23,80.17,93.49,163.8,176.0,75.61,86.4,Excellent
50,7,2024,17,9,57.44,51.91,110.7,176.0,61.63,54.4,Needs Improvement
12,3,2025,25,13,55.21,57.59,126.2,176.0,54.3,58.0,Needs Improvement
1,7,2025,13,7,58.89,52.07,129.5,176.0,53.57,55.2,Needs Improvement
44,12,2024,14,5,36.41,42.97,105.2,176.0,38.19,47.3,Needs Improvement
5,5,2024,25,15,54.72,77.97,146.6,176.0,62.68,67.3,Good
30,7,2024,27,24,95.86,100.0,164.6,176.0,95.48,88.5,Excellent
30,11,2025,13,5,47.74,35.25,141.9,176.0,51.89,45.3,Needs Improvement
17,2,2025,19,9,52.37,39.07,130.1,176.0,53.91,55.3,Needs Improvement
48,9,2025,24,17,73.28,71.79,167.3,176.0,74.83,77.1,Excellent
47,9,2024,6,2,55.55,51.61,147.2,176.0,51.53,55.7,Needs Improvement
23,9,2025,29,21,68.32,78.3,130.7,176.0,70.77,73.9,Good
15,7,2025,17,11,72.91,66.77,112.1,176.0,65.6,66.8,Good
37,11,2024,6,3,61.23,78.5,156.7,176.0,63.04,72.5,Good
21,4,2024,23,11,47.11,50.11,130.3,176.0,53.97,55.2,Needs Improvement
14,6,2025,6,5,84.14,82.0,156.5,176.0,93.16,82.7,Excellent
2,3,2024,7,2,28.22,32.92,96.2,176.0,23.01,33.1,Low Productivity
11,10,2025,10,5,55.5,56.52,126.7,176.0,57.71,55.2,Needs Improvement
39,5,2025,7,3,50.18,50.6,140.6,176.0,46.65,56.4,Needs Improvement
38,5,2024,14,4,32.46,27.97,118.3,176.0,33.16,37.5,Low Productivity
34,11,2025,28,23,86.68,72.5,139.3,176.0,96.29,80.4,Excellent
38,7,2024,10,5,58.0,52.9,147.3,176.0,62.39,59.1,Needs Improvement
50,7,2024,27,12,39.41,57.67,120.2,176.0,36.15,53.2,Needs Improvement
34,8,2024,20,19,91.66,100.0,166.7,176.0,88.12,94.8,Outstanding
18,9,2024,21,14,60.77,78.51,148.2,176.0,60.86,70.8,Good
30,5,2024,23,14,58.05,56.31,161.2,176.0,58.48,59.8,Needs Improvement
15,7,2025,7,4,63.52,64.4,138.8,176.0,64.19,64.9,Good
27,3,2024,22,14,69.41,51.65,132.7,176.0,61.97,64.2,Good
34,7,2024,11,5,42.72,62.23,152.0,176.0,52.71,63.2,Good
38,5,2024,13,8,69.36,76.83,149.5,176.0,79.85,73.0,Good
33,1,2024,24,16,65.23,59.24,138.8,176.0,67.62,62.8,Good
24,4,2024,16,9,59.7,74.41,132.8,176.0,55.35,67.4,Good
15,1,2025,9,6,72.06,65.32,104.4,176.0,68.92,64.8,Good
30,9,2025,7,5,82.41,67.02,139.2,176.0,77.7,77.3,Excellent
42,2,2024,15,8,54.37,55.12,105.1,176.0,49.21,52.4,Needs Improvement
17,12,2024,29,18,60.66,69.0,91.1,176.0,57.49,65.8,Good
5,10,2025,8,6,78.8,80.14,135.5,176.0,80.91,80.7,Excellent
29,12,2025,9,5,63.26,61.97,112.6,176.0,63.9,63.6,Good
4,1,2024,5,3,64.17,76.08,131.7,176.0,71.79,67.2,Good
10,8,2024,22,18,84.81,90.44,152.6,176.0,77.2,82.3,Excellent
17,3,2025,16,10,60.15,62.06,138.4,176.0,55.74,67.5,Good
10,9,2025,17,10,59.85,56.51,125.8,176.0,49.85,63.6,Good
17,10,2024,13,7,67.2,54.3,107.6,176.0,67.93,62.9,Good
20,8,2025,6,3,59.35,63.7,126.1,176.0,67.35,68.1,Good
24,8,2025,9,5,61.91,52.85,116.6,176.0,59.54,64.1,Good
5,3,2024,17,11,64.04,59.3,153.4,176.0,70.86,69.2,Good
34,5,2024,20,9,49.93,47.99,117.2,176.0,53.4,59.7,Needs Improvement
6,7,2024,20,18,89.66,84.18,135.3,176.0,94.0,84.4,Excellent
2,5,2024,28,19,66.73,71.58,119.9,176.0,69.66,68.9,Good
13,3,2025,7,5,68.8,78.4,141.8,176.0,77.82,71.8,Good
43,10,2024,26,14,59.51,76.18,125.9,176.0,58.51,66.9,Good
43,11,2024,8,2,23.1,21.47,99.1,176.0,26.53,30.3,Low Productivity
48,6,2025,15,9,69.81,62.41,144.9,176.0,79.04,66.0,Good
11,10,2025,27,10,36.33,30.52,96.1,176.0,31.21,37.4,Low Productivity
47,10,2024,18,15,82.89,100.0,163.4,176.0,81.82,87.7,Excellent
23,3,2024,7,3,49.6,65.57,120.2,176.0,52.48,57.6,Needs Improvement
16,11,2024,20,17,87.14,73.84,162.0,176.0,82.84,80.2,Excellent
31,2,2024,26,23,84.44,87.45,141.6,176.0,79.93,81.9,Excellent
11,6,2024,19,9,47.75,51.41,132.6,176.0,57.9,52.0,Needs Improvement
16,11,2024,14,7,55.7,49.87,110.0,176.0,51.64,52.7,Needs Improvement
8,6,2025,13,6,44.42,45.63,144.3,176.0,42.58,52.6,Needs Improvement
4,7,2025,15,13,93.22,96.64,151.2,176.0,94.3,85.5,Excellent
40,1,2025,20,5,33.47,43.64,97.0,176.0,35.61,37.3,Low Productivity
4,7,2025,14,7,54.3,57.42,103.2,176.0,51.57,52.2,Needs Improvement
25,9,2025,21,12,58.41,64.16,128.3,176.0,57.37,64.7,Good
3,6,2024,23,8,29.32,35.51,108.4,176.0,24.32,37.8,Low Productivity
32,12,2024,6,4,75.99,90.18,125.6,176.0,73.22,83.7,Excellent
3,11,2024,28,9,27.93,42.82,96.7,176.0,31.41,44.7,Needs Improvement
27,4,2024,27,19,70.9,68.99,108.9,176.0,75.43,72.8,Good
29,7,2024,6,2,35.44,33.42,91.3,176.0,40.53,35.2,Low Productivity
32,5,2024,10,5,46.22,39.58,119.9,176.0,46.2,52.6,Needs Improvement
50,1,2024,23,20,89.76,79.8,157.8,176.0,88.78,84.7,Excellent
19,4,2024,12,10,87.95,81.06,142.8,176.0,81.41,81.2,Excellent
21,6,2025,7,3,45.16,41.59,127.2,176.0,43.38,49.2,Needs Improvement
5,2,2024,18,14,76.66,87.18,130.2,176.0,77.52,80.6,Excellent
18,10,2025,29,23,87.2,80.03,151.7,176.0,92.64,80.5,Excellent
28,2,2025,20,10,46.8,55.7,120.0,176.0,37.14,55.0,Needs Improvement
42,9,2025,5,3,70.91,59.43,132.3,176.0,69.22,72.1,Good
22,9,2024,25,11,51.63,55.83,116.3,176.0,40.31,50.1,Needs Improvement
21,3,2025,7,4,63.06,72.89,126.2,176.0,55.04,64.5,Good
6,3,2024,26,15,55.14,63.91,105.5,176.0,61.73,58.3,Needs Improvement
1,4,2025,22,12,55.32,64.05,109.5,176.0,48.81,63.6,Good
5,3,2024,13,8,64.52,66.73,110.2,176.0,65.06,66.6,Good
41,4,2025,10,5,46.88,41.98,116.7,176.0,52.01,48.1,Needs Improvement
12,2,2025,27,10,47.1,42.26,120.0,176.0,44.76,43.5,Needs Improvement
26,12,2025,25,6,30.09,21.1,124.2,176.0,23.97,36.0,Low Productivity
46,4,2025,29,19,61.88,67.59,125.8,176.0,62.48,66.9,Good
34,10,2024,5,2,42.7,43.35,117.2,176.0,50.5,51.9,Needs Improvement
49,8,2024,25,6,25.2,38.81,128.7,176.0,30.16,34.8,Low Productivity
14,11,2025,14,8,65.99,69.16,125.0,176.0,64.75,66.8,Good
26,8,2025,10,9,100.0,100.0,149.2,176.0,97.21,99.0,Outstanding
45,10,2025,27,14,54.79,48.34,121.6,176.0,60.57,59.3,Needs Improvement
27,11,2025,16,12,77.91,81.51,136.9,176.0,70.6,75.5,Excellent
9,7,2025,8,6,70.23,76.63,129.9,176.0,74.91,74.0,Good
26,1,2025,17,14,85.09,84.12,125.5,176.0,82.44,80.6,Excellent
47,5,2025,21,9,50.89,30.31,140.5,176.0,43.45,47.2,Needs Improvement
22,9,2025,12,7,52.01,76.67,137.0,176.0,43.18,64.3,Good
47,2,2024,24,14,60.29,59.61,152.2,176.0,68.47,66.9,Good
30,2,2025,7,1,22.32,31.44,116.3,176.0,21.31,32.8,Low Productivity
43,9,2024,16,13,76.89,73.16,147.2,176.0,72.42,79.3,Excellent
48,9,2025,11,6,63.62,66.86,99.1,176.0,63.41,61.5,Good
17,8,2025,16,5,36.59,43.19,92.1,176.0,33.73,45.1,Needs Improvement
26,3,2025,6,4,64.69,74.56,128.9,176.0,62.0,70.8,Good
36,4,2025,28,11,38.71,41.7,97.2,176.0,36.23,45.2,Needs Improvement
1,10,2025,18,10,54.42,74.69,97.5,176.0,54.46,61.0,Good
8,9,2025,26,16,57.32,70.81,117.0,176.0,61.1,63.9,Good
49,1,2024,27,12,43.84,35.61,114.3,176.0,36.19,46.3,Needs Improvement
35,8,2025,9,6,74.17,72.05,160.0,176.0,80.92,75.3,Excellent
15,10,2025,13,8,64.24,71.74,123.6,176.0,59.51,61.9,Good
47,10,2024,25,12,53.9,52.42,131.1,176.0,55.18,55.9,Needs Improvement
22,2,2025,15,13,86.04,93.41,136.4,176.0,85.75,88.5,Excellent
14,12,2025,9,4,46.58,64.03,118.6,176.0,42.54,55.0,Needs Improvement
26,9,2025,7,2,40.14,32.66,106.8,176.0,45.82,44.7,Needs Improvement
28,8,2024,21,17,74.48,82.1,172.1,176.0,70.51,85.2,Excellent
23,2,2025,6,3,61.86,44.25,82.3,176.0,68.96,50.9,Needs Improvement
14,5,2025,28,21,82.81,62.9,130.1,176.0,86.15,76.8,Excellent
24,9,2025,5,3,63.81,60.4,134.0,176.0,60.06,66.8,Good
2,10,2025,11,5,46.14,42.95,125.0,176.0,40.15,54.5,Needs Improvement
45,4,2024,18,15,82.29,82.48,129.6,176.0,87.61,85.2,Excellent
26,11,2025,9,8,94.86,89.16,154.5,176.0,89.15,96.1,Outstanding
14,12,2025,23,10,46.85,37.33,116.9,176.0,46.18,49.4,Needs Improvement
7,8,2024,15,13,87.17,87.57,175.7,176.0,90.66,88.4,Excellent
3,6,2025,27,18,69.18,72.95,138.2,176.0,71.5,71.2,Good
47,1,2024,29,14,52.99,47.41,119.2,176.0,51.97,59.0,Needs Improvement
23,7,2024,6,2,40.33,40.33,102.9,176.0,36.69,45.3,Needs Improvement
46,11,2025,12,4,44.71,50.27,115.9,176.0,48.32,45.1,Needs Improvement
43,9,2024,13,10,79.6,88.87,140.4,176.0,70.19,80.6,Excellent
47,7,2025,7,6,78.21,88.85,141.1,176.0,79.51,81.1,Excellent
45,5,2024,6,3,54.69,61.82,113.1,176.0,48.2,62.9,Good
18,5,2024,11,8,85.26,76.06,140.9,176.0,80.87,79.3,Excellent
38,4,2024,9,2,20.82,21.07,110.0,176.0,22.66,27.5,Low Productivity
35,1,2025,25,11,41.99,44.74,109.9,176.0,38.24,45.9,Needs Improvement
15,2,2025,9,7,90.23,84.09,147.1,176.0,96.01,77.1,Excellent
25,10,2025,24,14,59.89,58.68,118.9,176.0,63.42,62.9,Good
37,8,2025,17,12,67.71,61.68,139.1,176.0,64.22,68.8,Good
28,12,2024,25,12,37.06,55.67,122.0,176.0,35.93,49.3,Needs Improvement
10,5,2025,24,16,70.55,62.86,122.2,176.0,65.03,71.5,Good
39,5,2024,10,6,63.63,78.94,143.3,176.0,66.0,71.1,Good
17,6,2024,24,18,82.05,85.54,118.6,176.0,89.89,71.0,Good
39,10,2024,22,8,34.3,26.48,128.8,176.0,28.33,44.2,Needs Improvement
22,4,2025,29,8,26.54,26.38,107.7,176.0,27.48,31.0,Low Productivity
26,1,2024,6,2,38.66,50.03,118.6,176.0,40.28,48.5,Needs Improvement
44,7,2024,29,23,86.63,85.66,119.5,176.0,80.38,82.0,Excellent
25,11,2024,10,3,32.89,32.31,104.5,176.0,27.85,38.0,Low Productivity
17,6,2024,13,6,45.56,30.5,142.3,176.0,36.52,46.3,Needs Improvement
13,3,2025,29,13,53.14,44.91,115.1,176.0,55.94,47.6,Needs Improvement
20,12,2024,7,5,74.26,77.5,142.6,176.0,72.46,76.8,Excellent
25,5,2025,5,3,61.2,43.85,111.1,176.0,57.57,54.1,Needs Improvement
4,5,2024,5,3,79.43,80.58,119.0,176.0,89.75,79.7,Excellent
10,4,2024,23,6,36.57,23.14,106.5,176.0,27.56,35.0,Low Productivity
3,8,2024,9,3,44.85,45.41,104.2,176.0,51.27,44.2,Needs Improvement
41,7,2024,17,13,89.75,77.87,133.1,176.0,78.98,82.4,Excellent
45,7,2025,23,12,55.22,53.62,125.5,176.0,52.61,52.5,Needs Improvement
18,3,2025,16,8,54.17,59.03,132.5,176.0,45.67,58.7,Needs Improvement
47,9,2024,20,11,53.56,58.91,133.2,176.0,49.46,62.1,Good
36,11,2024,29,17,61.7,81.81,129.6,176.0,58.99,65.5,Good
47,10,2024,29,15,54.18,66.92,135.5,176.0,50.63,60.1,Good
22,10,2025,23,8,40.35,27.03,123.8,176.0,41.6,39.2,Low Productivity
34,10,2024,7,4,72.62,79.89,134.3,176.0,77.01,71.0,Good
47,1,2024,16,12,74.37,71.12,166.6,176.0,73.81,78.8,Excellent
8,3,2024,9,4,45.97,35.29,99.4,176.0,47.59,47.5,Needs Improvement
40,9,2024,6,3,51.15,42.7,100.6,176.0,58.95,57.4,Needs Improvement
49,11,2024,26,17,70.09,64.48,154.6,176.0,66.6,73.6,Good
44,10,2024,11,9,83.85,94.69,138.8,176.0,88.37,85.7,Excellent
19,3,2025,17,9,50.77,59.03,86.1,176.0,63.4,58.3,Needs Improvement
42,1,2024,29,16,52.71,62.42,121.8,176.0,61.78,57.0,Needs Improvement
41,11,2024,19,10,51.25,31.31,144.1,176.0,59.4,52.8,Needs Improvement
37,4,2024,26,15,55.87,56.68,122.2,176.0,59.51,62.6,Good
6,7,2024,7,3,52.75,48.56,99.0,176.0,58.5,51.9,Needs Improvement
26,7,2025,25,15,63.61,51.08,126.6,176.0,61.19,62.4,Good
34,6,2025,24,11,47.32,39.65,116.6,176.0,46.91,47.8,Needs Improvement
45,6,2024,9,8,99.98,97.97,152.9,176.0,98.99,95.3,Outstanding
6,6,2025,28,12,46.47,49.81,104.9,176.0,43.15,49.0,Needs Improvement
37,9,2024,12,11,90.96,85.29,144.0,176.0,91.69,89.7,Excellent
33,1,2025,26,12,53.66,52.16,128.9,176.0,51.04,55.5,Needs Improvement
22,7,2024,5,3,66.08,77.24,127.9,176.0,66.39,74.0,Good
21,6,2025,12,8,72.41,70.02,136.3,176.0,65.51,72.2,Good
6,9,2025,28,18,67.76,60.11,136.0,176.0,65.09,66.9,Good
6,2,2025,22,11,48.99,46.98,111.5,176.0,55.56,50.2,Needs Improvement
48,1,2025,24,18,82.57,79.54,130.2,176.0,83.54,75.4,Excellent
4,5,2024,20,7,42.09,33.58,112.5,176.0,48.76,35.2,Low Productivity
30,1,2024,22,14,59.11,69.66,106.8,176.0,56.08,63.6,Good
11,10,2025,24,10,46.11,35.43,145.3,176.0,44.87,46.7,Needs Improvement
30,3,2024,16,7,48.66,49.89,108.9,176.0,49.73,48.3,Needs Improvement
31,9,2025,17,5,38.92,41.14,101.2,176.0,37.95,40.5,Needs Improvement
24,4,2024,17,10,66.77,65.37,142.1,176.0,59.8,66.6,Good
9,5,2025,14,9,70.58,59.37,131.3,176.0,73.41,69.1,Good
3,8,2025,11,8,77.31,66.48,137.4,176.0,72.39,75.0,Excellent
31,12,2024,29,22,75.43,67.62,121.1,176.0,75.37,77.4,Excellent
40,2,2025,18,6,34.37,39.53,110.0,176.0,23.71,48.3,Needs Improvement
37,5,2025,28,23,76.04,82.38,139.0,176.0,72.79,80.1,Excellent
36,12,2024,20,17,92.02,80.78,179.7,176.0,91.39,86.4,Excellent
24,9,2025,19,15,76.06,84.84,142.2,176.0,78.87,75.9,Excellent
31,7,2024,16,6,42.44,25.21,78.9,176.0,36.27,43.6,Needs Improvement
6,12,2025,13,4,36.73,36.29,125.0,176.0,32.27,41.9,Needs Improvement
2,2,2025,12,9,77.39,69.73,127.9,176.0,86.22,73.3,Good
20,12,2024,22,9,46.24,32.05,115.9,176.0,56.07,43.3,Needs Improvement
28,10,2025,27,10,36.14,35.92,133.1,176.0,38.71,44.4,Needs Improvement
11,3,2025,22,18,84.25,100.0,140.9,176.0,90.65,85.1,Excellent
4,5,2024,17,9,60.7,63.43,123.6,176.0,58.73,65.0,Good
15,11,2025,22,12,52.08,46.91,138.8,176.0,55.34,49.3,Needs Improvement
6,6,2025,19,9,52.29,57.42,139.6,176.0,55.31,56.8,Needs Improvement
49,2,2024,8,7,98.73,81.44,151.5,176.0,94.03,91.6,Outstanding
30,8,2024,21,7,45.91,47.92,139.0,176.0,46.89,47.4,Needs Improvement
38,10,2025,9,4,53.88,48.13,98.1,176.0,52.4,55.0,Needs Improvement
2,3,2025,26,15,58.74,58.66,112.7,176.0,60.58,59.7,Needs Improvement
15,1,2025,20,11,57.83,73.25,118.1,176.0,55.15,60.9,Good
11,7,2025,13,9,72.95,66.82,151.5,176.0,65.68,67.5,Good
8,7,2024,14,6,58.58,64.54,123.3,176.0,58.66,60.5,Good
26,10,2025,28,7,29.57,26.56,91.6,176.0,33.73,33.4,Low Productivity
45,6,2025,22,11,55.46,52.2,105.4,176.0,59.62,52.4,Needs Improvement
44,6,2025,21,11,48.95,47.34,101.1,176.0,40.07,54.4,Needs Improvement
5,12,2025,22,5,35.45,36.51,107.9,176.0,36.36,35.8,Low Productivity
6,7,2024,11,6,54.66,53.08,119.8,176.0,58.11,60.9,Good
26,10,2024,8,2,20.04,48.58,121.9,176.0,20.73,42.6,Needs Improvement
4,11,2024,9,5,46.45,52.81,104.8,176.0,50.78,59.1,Needs Improvement
19,4,2024,27,8,33.73,28.47,112.1,176.0,26.68,38.9,Low Productivity
20,2,2024,20,10,47.88,62.28,122.8,176.0,42.16,58.2,Needs Improvement
33,11,2025,7,4,63.72,62.58,121.6,176.0,66.67,58.8,Needs Improvement
20,3,2024,22,20,83.44,93.22,144.6,176.0,81.7,88.4,Excellent
49,11,2024,27,18,69.76,57.76,136.1,176.0,75.62,67.0,Good
12,7,2025,25,19,80.55,78.61,141.7,176.0,82.08,83.9,Excellent
47,11,2024,18,9,52.4,54.49,107.8,176.0,47.92,55.0,Needs Improvement
1,6,2025,19,12,60.0,77.27,138.5,176.0,55.27,71.6,Good
26,8,2024,21,13,67.67,59.45,148.7,176.0,58.29,71.7,Good
14,9,2025,5,1,33.01,37.71,104.3,176.0,36.45,44.2,Needs Improvement
38,11,2024,29,15,52.76,63.39,131.7,176.0,52.18,59.9,Needs Improvement
37,1,2024,25,13,52.73,55.62,121.8,176.0,57.31,64.0,Good
11,11,2025,21,14,67.52,77.55,171.2,176.0,68.81,74.9,Good
36,7,2024,27,25,100.0,100.0,154.6,176.0,100.0,99.1,Outstanding
13,2,2024,29,21,74.13,74.39,149.8,176.0,78.21,74.2,Good
43,2,2024,15,12,77.29,94.23,164.4,176.0,76.8,89.6,Excellent
3,7,2025,21,16,73.31,82.23,132.9,176.0,71.65,74.8,Good
33,10,2025,18,10,57.56,65.8,137.7,176.0,57.56,66.1,Good
6,5,2025,24,11,44.71,54.33,131.9,176.0,48.92,52.0,Needs Improvement
50,7,2025,23,8,40.31,44.09,114.9,176.0,35.6,41.5,Needs Improvement
10,5,2024,25,16,58.14,73.22,143.6,176.0,62.76,66.2,Good
5,4,2025,11,6,55.32,55.35,115.0,176.0,55.64,59.0,Needs Improvement
23,9,2025,28,22,85.32,75.82,176.4,176.0,83.4,85.6,Excellent
10,4,2024,17,10,58.13,64.68,93.0,176.0,59.04,61.3,Good
44,2,2025,22,6,33.23,19.41,92.2,176.0,39.11,33.5,Low Productivity
2,8,2024,27,21,79.63,84.78,123.8,176.0,85.48,77.7,Excellent
13,3,2024,18,4,23.69,29.81,124.9,176.0,25.65,32.6,Low Productivity
40,9,2024,5,3,76.56,72.57,137.2,176.0,79.69,71.8,Good
2,7,2025,11,5,39.68,49.33,105.0,176.0,39.89,46.1,Needs Improvement
20,12,2024,12,9,86.59,87.86,135.4,176.0,83.66,86.5,Excellent
1,11,2025,22,9,35.68,51.14,93.3,176.0,37.9,43.1,Needs Improvement
37,5,2024,13,5,51.02,52.76,125.7,176.0,48.78,50.7,Needs Improvement
9,4,2025,5,2,61.91,65.96,138.7,176.0,56.78,62.6,Good
17,11,2024,26,9,39.07,37.56,113.9,176.0,36.96,39.0,Low Productivity
9,5,2025,21,14,77.02,68.82,124.4,176.0,68.81,71.8,Good
11,12,2025,23,11,56.85,54.31,143.6,176.0,50.65,57.5,Needs Improvement
15,2,2024,10,4,49.22,56.78,127.8,176.0,59.37,53.9,Needs Improvement
24,2,2025,7,5,78.87,82.45,118.1,176.0,84.5,77.6,Excellent
38,5,2024,28,24,85.0,97.25,146.5,176.0,83.8,89.2,Excellent
35,7,2024,9,4,56.85,36.38,104.8,176.0,59.46,51.1,Needs Improvement
30,9,2024,6,2,41.88,42.19,133.8,176.0,37.13,51.5,Needs Improvement
31,11,2024,24,11,49.4,48.55,111.6,176.0,52.71,49.5,Needs Improvement
49,1,2025,29,18,62.61,49.57,109.6,176.0,63.92,57.6,Needs Improvement
5,3,2025,8,3,44.09,34.0,114.7,176.0,40.56,46.2,Needs Improvement
44,4,2025,14,7,50.09,60.73,149.5,176.0,48.47,61.9,Good
50,11,2024,14,11,87.47,85.11,160.4,176.0,85.5,82.0,Excellent
14,5,2025,28,18,66.89,74.12,126.4,176.0,71.14,65.3,Good
11,12,2025,25,13,54.48,34.94,122.0,176.0,54.07,52.6,Needs Improvement
9,12,2024,15,6,35.32,52.94,130.4,176.0,27.43,54.8,Needs Improvement
34,4,2025,20,11,60.0,68.15,148.5,176.0,57.76,71.2,Good
12,7,2024,21,16,71.68,67.43,119.5,176.0,67.77,68.9,Good
35,12,2025,20,8,40.47,53.91,116.4,176.0,33.08,48.4,Needs Improvement
35,2,2024,11,4,44.73,55.09,107.3,176.0,40.93,49.7,Needs Improvement
1,6,2025,20,8,41.79,30.81,105.9,176.0,31.0,43.5,Needs Improvement
40,7,2025,7,4,63.91,65.29,151.7,176.0,59.25,66.0,Good
22,8,2025,20,9,46.26,51.48,99.6,176.0,47.24,56.0,Needs Improvement
29,4,2024,12,9,78.23,66.59,156.8,176.0,80.5,76.7,Excellent
8,9,2024,16,8,63.7,53.14,90.4,176.0,66.22,56.9,Needs Improvement
11,8,2024,7,4,73.53,80.86,124.8,176.0,78.31,72.5,Good
41,3,2025,21,10,49.63,45.06,122.1,176.0,55.57,52.3,Needs Improvement
37,2,2025,25,17,68.27,83.43,115.4,176.0,63.15,74.0,Good
14,2,2025,22,12,59.51,61.22,159.7,176.0,52.63,68.7,Good
30,12,2025,15,5,37.74,29.22,97.7,176.0,37.95,40.4,Needs Improvement
35,7,2025,8,3,43.85,44.33,103.2,176.0,46.58,44.3,Needs Improvement
21,5,2025,20,12,55.33,52.47,120.9,176.0,51.15,56.4,Needs Improvement
37,4,2025,21,11,53.6,57.18,131.8,176.0,54.92,66.8,Good
5,4,2025,13,3,27.1,26.02,115.7,176.0,36.21,35.6,Low Productivity
19,7,2025,10,6,71.93,58.23,122.7,176.0,65.25,61.8,Good
14,11,2025,28,26,100.0,83.67,160.9,176.0,100.0,95.4,Outstanding
26,3,2025,24,16,70.55,66.69,139.8,176.0,75.74,67.5,Good
4,9,2024,29,12,39.19,44.22,92.4,176.0,38.2,50.2,Needs Improvement
25,9,2024,6,4,77.15,62.8,137.2,176.0,79.22,71.3,Good
45,2,2024,13,10,75.72,92.86,137.9,176.0,80.27,86.1,Excellent
42,6,2025,25,18,71.59,76.47,116.0,176.0,70.08,72.5,Good
25,6,2025,10,6,52.51,53.85,131.7,176.0,47.2,55.6,Needs Improvement
18,9,2025,7,2,39.95,36.43,125.0,176.0,39.45,41.4,Needs Improvement
40,2,2024,24,11,43.29,56.03,120.1,176.0,37.81,51.3,Needs Improvement
8,2,2024,10,8,78.99,91.39,105.8,176.0,76.24,76.8,Excellent
39,8,2024,11,7,66.04,78.95,126.2,176.0,68.25,71.0,Good
40,1,2025,5,4,84.65,99.19,134.4,176.0,85.55,79.4,Excellent
14,8,2025,27,10,37.53,29.26,138.6,176.0,42.52,45.1,Needs Improvement
32,12,2025,5,3,62.71,55.34,123.7,176.0,63.87,55.9,Needs Improvement
38,10,2025,9,4,39.52,34.58,92.4,176.0,35.62,44.2,Needs Improvement
33,10,2024,10,8,91.87,91.9,145.9,176.0,86.88,84.6,Excellent
23,1,2025,17,8,47.48,51.27,131.7,176.0,50.62,56.1,Needs Improvement
15,7,2024,6,1,26.06,35.97,102.2,176.0,27.27,30.9,Low Productivity
33,12,2024,19,12,66.82,52.36,118.9,176.0,65.86,60.4,Good
25,8,2025,19,12,67.22,58.29,124.2,176.0,68.91,58.3,Needs Improvement
17,12,2025,17,16,98.7,88.44,167.3,176.0,95.18,90.3,Outstanding
33,5,2025,29,20,63.26,81.13,138.5,176.0,51.03,77.8,Excellent
47,6,2024,18,5,25.67,35.86,134.6,176.0,30.88,44.3,Needs Improvement
2,1,2025,26,20,81.25,64.34,145.9,176.0,84.5,73.4,Good
14,1,2025,11,5,50.9,44.76,95.9,176.0,50.46,48.2,Needs Improvement
40,10,2025,18,7,48.95,50.34,111.1,176.0,44.45,51.3,Needs Improvement
40,11,2024,28,19,65.98,77.46,126.4,176.0,64.91,71.2,Good
39,1,2025,14,10,73.49,81.32,119.1,176.0,64.84,74.1,Good
6,1,2025,21,11,52.53,56.71,126.2,176.0,53.11,53.7,Needs Improvement
6,3,2024,18,8,59.1,40.36,112.0,176.0,49.42,54.0,Needs Improvement
3,5,2025,12,4,47.71,48.77,114.4,176.0,48.25,47.3,Needs Improvement
7,8,2024,8,6,80.66,71.93,172.7,176.0,77.13,77.3,Excellent
8,7,2024,20,8,49.99,30.67,112.9,176.0,49.25,45.6,Needs Improvement
42,11,2025,28,22,77.81,82.33,159.9,176.0,72.11,81.5,Excellent
15,8,2024,17,13,82.99,74.68,139.7,176.0,90.54,77.0,Excellent
47,3,2024,26,20,72.96,85.65,150.1,176.0,74.76,81.4,Excellent
29,5,2024,29,13,47.83,49.92,118.6,176.0,44.38,51.0,Needs Improvement
33,11,2025,24,13,62.36,70.92,129.8,176.0,61.46,68.4,Good
30,6,2024,22,16,72.29,77.16,137.2,176.0,80.32,72.5,Good
39,1,2025,18,5,33.43,38.85,126.0,176.0,28.68,39.0,Low Productivity
27,9,2025,22,6,25.32,21.32,112.0,176.0,19.76,35.3,Low Productivity
36,8,2025,9,3,37.5,41.68,110.5,176.0,31.73,50.6,Needs Improvement
